Country Name,Country Code,Year,Region,IncomeGroup,EnrollmentRate,EducationLevel,Gender
Jordan,JOR,1983,Middle East & North Africa,Upper middle income,76.9839172363281,Secondary,Female
St. Kitts and Nevis,KNA,2014,Latin America & Caribbean,High income,105.040809631348,Secondary,Female
Lebanon,LBN,1973,Middle East & North Africa,Upper middle income,36.9965705871582,Secondary,Female
Lower middle income,LMC,2010,,,56.52421,Secondary,Female
Lower middle income,LMC,2013,,,62.95391,Secondary,Female
Low & middle income,LMY,1980,,,35.82242,Secondary,Female
Lesotho,LSO,1985,Sub-Saharan Africa,Lower middle income,24.5438098907471,Secondary,Female
Morocco,MAR,2007,Middle East & North Africa,Lower middle income,52.2018508911133,Secondary,Female
Mexico,MEX,1971,Latin America & Caribbean,Upper middle income,16.8244495391846,Secondary,Female
Mexico,MEX,1996,Latin America & Caribbean,Upper middle income,60.1123008728027,Secondary,Female
Mongolia,MNG,1979,East Asia & Pacific,Lower middle income,84.2521667480469,Secondary,Female
Mauritania,MRT,1996,Sub-Saharan Africa,Lower middle income,10.6220903396606,Secondary,Female
Mauritania,MRT,1999,Sub-Saharan Africa,Lower middle income,14.3761301040649,Secondary,Female
Netherlands,NLD,1980,Europe & Central Asia,High income,89.3671569824219,Secondary,Female
Oman,OMN,1975,Middle East & North Africa,High income,0.276859998703003,Secondary,Female
Post-demographic dividend,PST,1977,,,83.682,Secondary,Female
El Salvador,SLV,1972,Latin America & Caribbean,Lower middle income,21.1958198547363,Secondary,Female
Syrian Arab Republic,SYR,2007,Middle East & North Africa,Low income,71.3664169311523,Secondary,Female
Latin America & the Caribbean (IDA & IBRD countries),TLA,2019,,,100.1661,Secondary,Female
Uruguay,URY,2002,Latin America & Caribbean,High income,112.461227416992,Secondary,Female
United States,USA,1981,North America,High income,92.4902267456055,Secondary,Female
United States,USA,1995,North America,High income,97.3910980224609,Secondary,Female
St. Vincent and the Grenadines,VCT,2003,Latin America & Caribbean,Upper middle income,90.2923126220703,Secondary,Female
"Venezuela, RB",VEN,2007,Latin America & Caribbean,,84.3615417480469,Secondary,Female
British Virgin Islands,VGB,2002,Latin America & Caribbean,High income,97.5728225708008,Secondary,Female
"Yemen, Rep.",YEM,2004,Middle East & North Africa,Low income,30.4852294921875,Secondary,Female
Afghanistan,AFG,1982,South Asia,Low income,6.47227001190186,Secondary,Female
Belgium,BEL,2009,Europe & Central Asia,High income,167.851379394531,Secondary,Female
China,CHN,1988,East Asia & Pacific,Upper middle income,30.5387706756592,Secondary,Female
Costa Rica,CRI,1991,Latin America & Caribbean,Upper middle income,45.7599792480469,Secondary,Female
Caribbean small states,CSS,1988,,,72.93861,Secondary,Female
Cyprus,CYP,1996,Europe & Central Asia,High income,95.2656631469727,Secondary,Female
Ecuador,ECU,2007,Latin America & Caribbean,Upper middle income,66.3848114013672,Secondary,Female
Euro area,EMU,2006,,,106.8166,Secondary,Female
Guinea,GIN,1991,Sub-Saharan Africa,Low income,5.12953996658325,Secondary,Female
Croatia,HRV,2006,Europe & Central Asia,High income,96.623779296875,Secondary,Female
IDA total,IDA,1997,,,25.09714,Secondary,Female
IDA blend,IDB,1989,,,26.26977,Secondary,Female
IDA blend,IDB,2007,,,35.44289,Secondary,Female
Kazakhstan,KAZ,2017,Europe & Central Asia,Upper middle income,114.732749938965,Secondary,Female
Lao PDR,LAO,1990,East Asia & Pacific,Lower middle income,18.7870197296143,Secondary,Female
Libya,LBY,1981,Middle East & North Africa,Upper middle income,55.0501899719238,Secondary,Female
Latin America & Caribbean,LCN,1995,,,81.83986,Secondary,Female
Liechtenstein,LIE,2007,Europe & Central Asia,High income,99.5893173217773,Secondary,Female
Sri Lanka,LKA,2016,South Asia,Lower middle income,99.2813720703125,Secondary,Female
Lower middle income,LMC,1973,,,20.32761,Secondary,Female
Latvia,LVA,2001,Europe & Central Asia,High income,93.5370712280273,Secondary,Female
Latvia,LVA,2018,Europe & Central Asia,High income,108.584571838379,Secondary,Female
Marshall Islands,MHL,2002,East Asia & Pacific,Upper middle income,69.7782669067383,Secondary,Female
Mali,MLI,1980,Sub-Saharan Africa,Low income,5.05496978759766,Secondary,Female
Mauritius,MUS,1980,Sub-Saharan Africa,Upper middle income,49.1090087890625,Secondary,Female
North America,NAC,1974,,,71.58472,Secondary,Female
Pakistan,PAK,2014,South Asia,Lower middle income,32.836971282959,Secondary,Female
Panama,PAN,2009,Latin America & Caribbean,Upper middle income,72.6349029541016,Secondary,Female
Poland,POL,2017,Europe & Central Asia,High income,108.076042175293,Secondary,Female
Pre-demographic dividend,PRE,1971,,,6.68917,Secondary,Female
Qatar,QAT,1973,Middle East & North Africa,High income,39.0592002868652,Secondary,Female
Somalia,SOM,1973,Sub-Saharan Africa,Low income,1.63810002803802,Secondary,Female
Sub-Saharan Africa (excluding high income),SSA,1972,,,10.92667,Secondary,Female
East Asia & Pacific (IDA & IBRD countries),TEA,2006,,,68.48917,Secondary,Female
Latin America & the Caribbean (IDA & IBRD countries),TLA,1972,,,31.51076,Secondary,Female
South Asia (IDA & IBRD),TSA,1984,,,21.5109,Secondary,Female
Sub-Saharan Africa (IDA & IBRD countries),TSS,1970,,,10.69042,Secondary,Female
Tunisia,TUN,2003,Middle East & North Africa,Lower middle income,80.2225112915039,Secondary,Female
Uganda,UGA,1979,Sub-Saharan Africa,Low income,2.72535991668701,Secondary,Female
"Yemen, Rep.",YEM,1999,Middle East & North Africa,Low income,22.8022804260254,Secondary,Female
Albania,ALB,1976,Europe & Central Asia,Upper middle income,80.7887802124023,Secondary,Female
Albania,ALB,2004,Europe & Central Asia,Upper middle income,73.4050064086914,Secondary,Female
Andorra,AND,1971,Europe & Central Asia,High income,15.4860801696777,Secondary,Female
Arab World,ARB,1978,,,26.87969,Secondary,Female
Burundi,BDI,2018,Sub-Saharan Africa,Low income,51.0896797180176,Secondary,Female
Belgium,BEL,2003,Europe & Central Asia,High income,166.61784362793,Secondary,Female
Bangladesh,BGD,2001,South Asia,Lower middle income,53.0923004150391,Secondary,Female
Bahrain,BHR,1997,Middle East & North Africa,High income,101.249298095703,Secondary,Female
"Bahamas, The",BHS,1986,Latin America & Caribbean,High income,92.2664337158203,Secondary,Female
Botswana,BWA,2001,Sub-Saharan Africa,Upper middle income,81.9033889770508,Secondary,Female
Switzerland,CHE,1986,Europe & Central Asia,High income,90.2415084838867,Secondary,Female
"Congo, Dem. Rep.",COD,1978,Sub-Saharan Africa,Low income,11.637619972229,Secondary,Female
Cabo Verde,CPV,2007,Sub-Saharan Africa,Lower middle income,89.441520690918,Secondary,Female
Cabo Verde,CPV,2010,Sub-Saharan Africa,Lower middle income,94.3202972412109,Secondary,Female
Cuba,CUB,1981,Latin America & Caribbean,Upper middle income,80.5330200195313,Secondary,Female
Ecuador,ECU,1976,Latin America & Caribbean,Upper middle income,38.0514984130859,Secondary,Female
Euro area,EMU,1981,,,87.38415,Secondary,Female
Fragile and conflict affected situations,FCS,2008,,,36.01444,Secondary,Female
Gabon,GAB,1976,Sub-Saharan Africa,Upper middle income,19.9812107086182,Secondary,Female
Italy,ITA,1976,Europe & Central Asia,High income,66.2197570800781,Secondary,Female
Kenya,KEN,1974,Sub-Saharan Africa,Lower middle income,14.2328596115112,Secondary,Female
"Korea, Rep.",KOR,2017,East Asia & Pacific,High income,100.001289367676,Secondary,Female
St. Lucia,LCA,2019,Latin America & Caribbean,Upper middle income,88.6277008056641,Secondary,Female
Latin America & Caribbean,LCN,1973,,,34.02194,Secondary,Female
Low income,LIC,2011,,,34.54977,Secondary,Female
Sri Lanka,LKA,2018,South Asia,Lower middle income,102.632118225098,Secondary,Female
Late-demographic dividend,LTE,2011,,,89.06629,Secondary,Female
Lithuania,LTU,2016,Europe & Central Asia,High income,104.987312316895,Secondary,Female
Luxembourg,LUX,1971,Europe & Central Asia,High income,45.7405395507813,Secondary,Female
Marshall Islands,MHL,2006,East Asia & Pacific,Upper middle income,67.9639205932617,Secondary,Female
Mali,MLI,1994,Sub-Saharan Africa,Low income,6.31228017807007,Secondary,Female
Nicaragua,NIC,1999,Latin America & Caribbean,Lower middle income,56.1523284912109,Secondary,Female
OECD members,OED,1991,,,85.29785,Secondary,Female
OECD members,OED,2017,,,106.2138,Secondary,Female
Other small states,OSS,2016,,,69.23286,Secondary,Female
Papua New Guinea,PNG,1990,East Asia & Pacific,Lower middle income,8.16127967834473,Secondary,Female
Poland,POL,1974,Europe & Central Asia,High income,76.9338531494141,Secondary,Female
Sudan,SDN,2007,Sub-Saharan Africa,Low income,34.5264205932617,Secondary,Female
Senegal,SEN,2008,Sub-Saharan Africa,Lower middle income,26.7581691741943,Secondary,Female
Seychelles,SYC,1975,Sub-Saharan Africa,High income,42.8168411254883,Secondary,Female
Europe & Central Asia (IDA & IBRD countries),TEC,2018,,,98.92832,Secondary,Female
Turkey,TUR,1972,Europe & Central Asia,Upper middle income,16.3962001800537,Secondary,Female
Ukraine,UKR,1993,Europe & Central Asia,Lower middle income,92.8709716796875,Secondary,Female
Angola,AGO,1971,Sub-Saharan Africa,Lower middle income,5.1029200553894,Secondary,Female
Arab World,ARB,2004,,,62.95936,Secondary,Female
Benin,BEN,1974,Sub-Saharan Africa,Lower middle income,4.39463996887207,Secondary,Female
Bulgaria,BGR,2013,Europe & Central Asia,Upper middle income,99.0633316040039,Secondary,Female
Belarus,BLR,1989,Europe & Central Asia,Upper middle income,100.980598449707,Secondary,Female
Chile,CHL,1991,Latin America & Caribbean,High income,92.1388168334961,Secondary,Female
Cameroon,CMR,1999,Sub-Saharan Africa,Lower middle income,23.8860702514648,Secondary,Female
"Congo, Dem. Rep.",COD,1981,Sub-Saharan Africa,Low income,13.4109497070313,Secondary,Female
Cuba,CUB,2004,Latin America & Caribbean,Upper middle income,91.5359573364258,Secondary,Female
Europe & Central Asia (excluding high income),ECA,2009,,,85.76058,Secondary,Female
Euro area,EMU,1976,,,82.87268,Secondary,Female
European Union,EUU,1973,,,78.43876,Secondary,Female
Georgia,GEO,2015,Europe & Central Asia,Upper middle income,100.797523498535,Secondary,Female
Guinea,GIN,2002,Sub-Saharan Africa,Low income,12.0176200866699,Secondary,Female
High income,HIC,1988,,,92.09947,Secondary,Female
Honduras,HND,2019,Latin America & Caribbean,Lower middle income,70.1901321411133,Secondary,Female
Heavily indebted poor countries (HIPC),HPC,1992,,,14.8265,Secondary,Female
Iraq,IRQ,1989,Middle East & North Africa,Upper middle income,36.0561485290527,Secondary,Female
Italy,ITA,1981,Europe & Central Asia,High income,70.8934326171875,Secondary,Female
Kazakhstan,KAZ,1997,Europe & Central Asia,Upper middle income,97.9106521606445,Secondary,Female
Sri Lanka,LKA,1982,South Asia,Lower middle income,58.0280113220215,Secondary,Female
Lower middle income,LMC,2001,,,41.47848,Secondary,Female
Middle East & North Africa,MEA,2013,,,75.29058,Secondary,Female
Mexico,MEX,2014,Latin America & Caribbean,Upper middle income,100.053466796875,Secondary,Female
Montenegro,MNE,2007,Europe & Central Asia,Upper middle income,96.9519729614258,Secondary,Female
Nicaragua,NIC,2000,Latin America & Caribbean,Lower middle income,57.441291809082,Secondary,Female
New Zealand,NZL,2013,East Asia & Pacific,High income,119.194320678711,Secondary,Female
Pakistan,PAK,1977,South Asia,Lower middle income,8.86184024810791,Secondary,Female
Philippines,PHL,2003,East Asia & Pacific,Lower middle income,85.5305633544922,Secondary,Female
Romania,ROU,1995,Europe & Central Asia,Upper middle income,75.2384033203125,Secondary,Female
Romania,ROU,2010,Europe & Central Asia,Upper middle income,97.2269668579102,Secondary,Female
Serbia,SRB,2013,Europe & Central Asia,Upper middle income,95.7280197143555,Secondary,Female
Sub-Saharan Africa,SSF,1991,,,20.27226,Secondary,Female
Syrian Arab Republic,SYR,1992,Middle East & North Africa,Low income,39.702751159668,Secondary,Female
Syrian Arab Republic,SYR,2009,Middle East & North Africa,Low income,71.5439910888672,Secondary,Female
Middle East & North Africa (IDA & IBRD countries),TMN,1970,,,15.67047,Secondary,Female
Uruguay,URY,1995,Latin America & Caribbean,High income,90.2253570556641,Secondary,Female
St. Vincent and the Grenadines,VCT,1976,Latin America & Caribbean,Upper middle income,33.5703811645508,Secondary,Female
Afghanistan,AFG,2018,South Asia,Low income,39.9984016418457,Secondary,Female
Burundi,BDI,2009,Sub-Saharan Africa,Low income,16.8616199493408,Secondary,Female
Bermuda,BMU,2010,North America,High income,83.7176284790039,Secondary,Female
Barbados,BRB,2010,Latin America & Caribbean,High income,102.135078430176,Secondary,Female
Brunei Darussalam,BRN,1991,East Asia & Pacific,High income,76.2300415039063,Secondary,Female
Switzerland,CHE,2001,Europe & Central Asia,High income,92.7927932739258,Secondary,Female
Chile,CHL,1998,Latin America & Caribbean,High income,80.5149917602539,Secondary,Female
"Congo, Dem. Rep.",COD,1977,Sub-Saharan Africa,Low income,10.1952495574951,Secondary,Female
"Congo, Dem. Rep.",COD,1982,Sub-Saharan Africa,Low income,13.5477695465088,Secondary,Female
Cuba,CUB,2009,Latin America & Caribbean,Upper middle income,93.2027587890625,Secondary,Female
Ecuador,ECU,2016,Latin America & Caribbean,Upper middle income,105.485862731934,Secondary,Female
Euro area,EMU,1993,,,102.2976,Secondary,Female
Gibraltar,GIB,1972,Europe & Central Asia,High income,61.1065216064453,Secondary,Female
"Gambia, The",GMB,1981,Sub-Saharan Africa,Low income,7.67553997039795,Secondary,Female
High income,HIC,2002,,,99.76789,Secondary,Female
IDA blend,IDB,1984,,,22.17994,Secondary,Female
Israel,ISR,1977,Middle East & North Africa,High income,81.874153137207,Secondary,Female
Liberia,LBR,2015,Sub-Saharan Africa,Low income,32.9085693359375,Secondary,Female
Low & middle income,LMY,1975,,,31.73879,Secondary,Female
Late-demographic dividend,LTE,1981,,,48.61441,Secondary,Female
Lithuania,LTU,2001,Europe & Central Asia,High income,99.2935409545898,Secondary,Female
Latvia,LVA,2006,Europe & Central Asia,High income,103.948348999023,Secondary,Female
Middle East & North Africa,MEA,1988,,,43.72314,Secondary,Female
Malaysia,MYS,1993,East Asia & Pacific,Upper middle income,66.8386917114258,Secondary,Female
Norway,NOR,1991,Europe & Central Asia,High income,104.570510864258,Secondary,Female
Nauru,NRU,2000,East Asia & Pacific,High income,53.4124603271484,Secondary,Female
OECD members,OED,1993,,,89.16914,Secondary,Female
Paraguay,PRY,2002,Latin America & Caribbean,Upper middle income,68.0841903686523,Secondary,Female
Pacific island small states,PSS,1997,,,63.95728,Secondary,Female
Rwanda,RWA,1976,Sub-Saharan Africa,Low income,3.32258009910584,Secondary,Female
El Salvador,SLV,2005,Latin America & Caribbean,Lower middle income,67.7798919677734,Secondary,Female
Somalia,SOM,1985,Sub-Saharan Africa,Low income,7.47190999984741,Secondary,Female
Sub-Saharan Africa,SSF,2007,,,29.81931,Secondary,Female
Sweden,SWE,2010,Europe & Central Asia,High income,97.5972366333008,Secondary,Female
Seychelles,SYC,2012,Sub-Saharan Africa,High income,81.2174987792969,Secondary,Female
East Asia & Pacific (IDA & IBRD countries),TEA,1976,,,38.99144,Secondary,Female
Togo,TGO,2005,Sub-Saharan Africa,Low income,31.9985809326172,Secondary,Female
Latin America & the Caribbean (IDA & IBRD countries),TLA,2000,,,88.06171,Secondary,Female
South Asia (IDA & IBRD),TSA,1982,,,18.84929,Secondary,Female
Trinidad and Tobago,TTO,1983,Latin America & Caribbean,High income,79.8015670776367,Secondary,Female
Turkey,TUR,1990,Europe & Central Asia,Upper middle income,37.7713317871094,Secondary,Female
British Virgin Islands,VGB,2007,Latin America & Caribbean,High income,120.818710327148,Secondary,Female
World,WLD,2011,,,71.12974,Secondary,Female
Albania,ALB,1982,Europe & Central Asia,Upper middle income,82.4207992553711,Secondary,Female
Arab World,ARB,2005,,,63.22204,Secondary,Female
Central African Republic,CAF,2011,Sub-Saharan Africa,Low income,12.6339597702026,Secondary,Female
Central Europe and the Baltics,CEB,1972,,,78.1087,Secondary,Female
Central Europe and the Baltics,CEB,2014,,,101.4275,Secondary,Female
Chile,CHL,1973,Latin America & Caribbean,High income,60.4761810302734,Secondary,Female
Cote d'Ivoire,CIV,2014,Sub-Saharan Africa,Lower middle income,31.8424892425537,Secondary,Female
Colombia,COL,1983,Latin America & Caribbean,Upper middle income,47.3724594116211,Secondary,Female
Cabo Verde,CPV,2006,Sub-Saharan Africa,Lower middle income,88.7099380493164,Secondary,Female
Cayman Islands,CYM,2001,Latin America & Caribbean,High income,86.2804870605469,Secondary,Female
Cyprus,CYP,2014,Europe & Central Asia,High income,99.4556884765625,Secondary,Female
East Asia & Pacific,EAS,1980,,,39.98687,Secondary,Female
East Asia & Pacific,EAS,2004,,,65.78965,Secondary,Female
Europe & Central Asia (excluding high income),ECA,2015,,,97.36515,Secondary,Female
Europe & Central Asia,ECS,2001,,,95.43275,Secondary,Female
France,FRA,1991,Europe & Central Asia,High income,103.277549743652,Secondary,Female
